"","0","1","2","3","4","5","6","year","week"
"1963","Deutschland","Lilly","","32 / 34","","","","2020","49"
"1964","Deutschland","Linda","32 / 40","","24 / 26","32 / 38","","2020","49"
"1965","Deutschland","Madeira","36 / 44","","","","","2020","49"
"1966","Deutschland","Marabel","","32 / 40","","26/38","22 / 28","2020","49"
"1967","Deutschland","Nicola","","","","","24 / 28","2020","49"
"1968","Deutschland","Regina","","34 /36","","","","2020","49"
"1969","Deutschland","Sieglinde","64 / 76","72","54/62","","48 / 56","2020","49"
"1970","Frankreich","Agata","73 / 87","96","","","","2020","49"
"1971","Frankreich","Cherie","96 / 104","","","","","2020","49"
"1972","Niederlande","Victoria","","44","","","","2020","49"
"1973","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","50"
"1974","","","","Speisefrühkartoffeln","","","","2020","50"
"1975","Zypern","Annabelle","112 / 124","112 / 116","","112 / 116","112 / 116","2020","50"
"1976","Zypern","Spunta","96 / 108","","","","80 / 84","2020","50"
"1977","","","","Speiselagerkartoffeln","","","","2020","50"
"1978","Deutschland","Afra","36 / 44","","24/26","32 / 38","","2020","50"
"1979","Deutschland","Agria","","30 / 32","","","24 / 28","2020","50"
"1980","Deutschland","Alexandra","","","","32 / 38","","2020","50"
"1981","Deutschland","Allians","","34 / 36","","32 / 38","","2020","50"
"1982","Deutschland","Anais","","30 / 32","","","","2020","50"
"1983","Deutschland","Annabelle","64 / 80","34 / 40","24/26","32 / 52","24 / 32","2020","50"
"1984","Deutschland","Belana","36 / 44","30 / 32","","","","2020","50"
"1985","Deutschland","Bintje","","","","","26 / 28","2020","50"
"1986","Deutschland","Cilena","28 / 44","","","","","2020","50"
"1987","Deutschland","Concordia","","32","","","","2020","50"
"1988","Deutschland","Ditta","","","","","24 / 28","2020","50"
"1989","Deutschland","Goldmarie","","36 / 40","","","","2020","50"
"1990","Deutschland","Innovator","","32 / 34","","","","2020","50"
"1991","Deutschland","Laura","36 / 44","30 / 34","24 / 36","32 / 38","","2020","50"
"1992","Deutschland","Leyla","64 / 72","30 / 36","24 / 60","32 / 38","","2020","50"
"1993","Deutschland","Lilly","","32 / 34","","","","2020","50"
"1994","Deutschland","Linda","32 / 40","","24 / 26","32 / 38","","2020","50"
"1995","Deutschland","Madeira","36 / 44","","","","","2020","50"
"1996","Deutschland","Marabel","","34 / 44","","26 / 38","22 / 28","2020","50"
"1997","Deutschland","Nicola","","","","","24 /28","2020","50"
"1998","Deutschland","Regina","","34/36","","","","2020","50"
"1999","Deutschland","Sieglinde","64 / 76","72","54/62","","48 / 56","2020","50"
"2000","Frankreich","Agata","73 / 87","96","","","","2020","50"
"2001","Frankreich","Cherie","96 / 104","","","","","2020","50"
"2002","Niederlande","Victoria","","36 / 44","","","","2020","50"
"2003","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2020","51"
"2004","","","","Speisefrühkartoffeln","","","","2020","51"
"2005","Zypern","Annabelle","108 / 120","112 / 116","112","","112 / 116","2020","51"
"2006","Zypern","Spunta","92 / 104","","104","","80 / 84","2020","51"
"2007","","","","Speiselagerkartoffeln","","","","2020","51"
"2008","Deutschland","Afra","36 / 44","","24/26","32 / 38","","2020","51"
"2009","Deutschland","Agria","","30 / 32","","","24 / 28","2020","51"
"2010","Deutschland","Alexandra","","","","32 / 38","","2020","51"
"2011","Deutschland","Allians","","34 / 36","","32 / 38","","2020","51"
"2012","Deutschland","Anais","","30 / 32","","","","2020","51"
"2013","Deutschland","Annabelle","64 / 80","34 / 40","24/26","32 /52","24 / 32","2020","51"
"2014","Deutschland","Belana","36 / 44","30 / 32","","32 / 40","","2020","51"
"2015","Deutschland","Bintje","","","","","26 / 28","2020","51"
"2016","Deutschland","Cilena","28 / 44","","","","","2020","51"
"2017","Deutschland","Concordia","","32","","","","2020","51"
"2018","Deutschland","Ditta","","","","","24 / 28","2020","51"
"2019","Deutschland","Goldmarie","","36 / 40","","","","2020","51"
"2020","Deutschland","Innovator","","32 /34","","","","2020","51"
"2021","Deutschland","Laura","36 / 44","30 / 34","24 / 36","32 / 38","","2020","51"
"2022","Deutschland","Leyla","64 / 72","30 / 36","24 / 60","32 / 38","","2020","51"
"2023","Deutschland","Lilly","","32 / 34","","","","2020","51"
"2024","Deutschland","Linda","32 / 40","","24 / 26","32 / 38","","2020","51"
"2025","Deutschland","Madeira","36 / 44","","","","","2020","51"
"2026","Deutschland","Marabel","","34 / 44","","26 / 38","22 / 28","2020","51"
"2027","Deutschland","Nicola","","","","","24 / 28","2020","51"
"2028","Deutschland","Sieglinde","64 / 76","72","52 / 60","","48 / 56","2020","51"
"2029","Frankreich","Agata","73 / 87","96","","","","2020","51"
"2030","Frankreich","Cherie","96 / 104","","","","","2020","51"
"2031","Niederlande","Victoria","","36/44","","","","2020","51"
"2032","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","02"
"2033","","","","Speisefrühkartoffeln","","","","2021","02"
"2034","Zypern","Annabelle","112 / 124","112 / 120","96 / 104","104 / 112","112 / 116","2021","02"
"2035","Zypern","Nicola","","","","","112 / 116","2021","02"
"2036","Zypern","Spunta","88 / 96","100","","","80 / 84","2021","02"
"2037","","","","Speiselagerkartoffeln","","","","2021","02"
"2038","Deutschland","Afra","36 / 44","","24/26","32 / 38","","2021","02"
"2039","Deutschland","Agria","","30 / 32","","","24 / 28","2021","02"
"2040","Deutschland","Alexandra","","","","32/38","","2021","02"
"2041","Deutschland","Allians","","34 / 36","","32/38","","2021","02"
"2042","Deutschland","Annabelle","64 / 80","34 / 40","24/26","32 / 52","24 / 32","2021","02"
"2043","Deutschland","Belana","36 / 44","30 /34","24/26","32 / 40","","2021","02"
"2044","Deutschland","Bintje","","","","","26 / 28","2021","02"
"2045","Deutschland","Cilena","28 / 44","","","","","2021","02"
"2046","Deutschland","Concordia","","32","","","","2021","02"
"2047","Deutschland","Ditta","","","","","24 / 28","2021","02"
"2048","Deutschland","Goldmarie","","36 /40","","","","2021","02"
"2049","Deutschland","Innovator","","32 / 36","","","","2021","02"
"2050","Deutschland","Laura","36 / 44","30 / 34","24 / 36","32 / 38","","2021","02"
"2051","Deutschland","Leyla","","30 / 36","24 / 60","32 / 38","","2021","02"
"2052","Deutschland","Lilly","","32 / 36","","","","2021","02"
"2053","Deutschland","Linda","32 / 40","","24 / 26","32 / 38","","2021","02"
"2054","Deutschland","Madeira","36 / 44","","","","","2021","02"
"2055","Deutschland","Marabel","","34 / 44","","26 / 38","22 / 28","2021","02"
"2056","Deutschland","Nicola","","","","","24 / 28","2021","02"
"2057","Deutschland","Regina","","32 / 36","","","","2021","02"
"2058","Deutschland","Sieglinde","64 / 76","72","52 / 60","","48 / 56","2021","02"
"2059","Frankreich","Agata","73 / 87","96","","","","2021","02"
"2060","Frankreich","Cherie","96 / 104","","","","","2021","02"
"2061","Herkunft","Sorte","Berlin € / 100 kg von / bis","Frankfurt € / 100 kg von / bis","Hamburg € / 100 kg von / bis","Köln € / 100 kg von / bis","München € / 100 kg von / bis","2021","03"
"2062","","","","Speisefrühkartoffeln","","","","2021","03"
"2063","Zypern","Annabelle","108 / 120","106 / 120","92/100","104 / 112","100 / 112","2021","03"
"2064","Zypern","Nicola","","","","","100 / 112","2021","03"
"2065","Zypern","Spunta","80 / 96","100","","","80 / 84","2021","03"
"2066","","","","Speiselagerkartoffeln","","","","2021","03"
"2067","Deutschland","Afra","36 / 44","","24 / 26","32 / 38","","2021","03"
"2068","Deutschland","Agria","","30 / 32","","","24 / 28","2021","03"
"2069","Deutschland","Alexandra","","","","32/38","","2021","03"
"2070","Deutschland","Allians","","34 / 36","","32 / 38","","2021","03"
"2071","Deutschland","Annabelle","64 / 80","34 / 40","24 / 26","28 /52","24 / 32","2021","03"
"2072","Deutschland","Belana","36 / 44","30 / 40","24 / 26","32 / 40","","2021","03"
"2073","Deutschland","Bintje","","","","","26 / 28","2021","03"
"2074","Deutschland","Cilena","28 / 44","","","","","2021","03"
"2075","Deutschland","Concordia","","32","","","","2021","03"
"2076","Deutschland","Ditta","","","","","24 / 28","2021","03"
"2077","Deutschland","Goldmarie","","36 / 40","","","","2021","03"
