Country,City,Company_name,Type,latitude,longitude
Germany,Musterhausen,Beendet,Leguminous vegetables,51.47339,6.97502
Italy,Montevarchi,Casilli l. & figlio,Leguminous vegetables,43.5213,11.5685
Italy,Latina,San carlo,Leguminous vegetables,41.4627,12.9053
Italy,Scafati,Izzo umberto,Leguminous vegetables,40.7482,14.5283
Poland,Krakow,Fht tracking,Leguminous vegetables,50.0605,19.9324
Turkey,Gaziantep,Şanligazi,Leguminous vegetables,37.0625,37.3751
Turkey,Istanbul,Maruf kuruyemişleri,Leguminous vegetables,41.062,28.9888
Turkey,Giresun,Özkul ticaret,Leguminous vegetables,40.9152,38.383
Poland,Krakow,Fht tracking,Leguminous vegetables,50.0605,19.9324
Poland,Tomaszow lubelski,Ppz sława sp.z o.o,Leguminous vegetables,50.45274,23.41892
Germany,Remagen,Imarti naturkost gmbh&co.kg,Leguminous vegetables,50.58,7.22411
Spain,Tudela-navarra,"Alimentos sanygran, s.l.",Leguminous vegetables,42.06207,-1.6031
Poland,Telatyn,Szarek- purchase and sale of agricultural crops,Leguminous vegetables,50.52717,23.8441
France,Saint claude,Les producteurs de guadeloupe,Tropical Fruits,46.3929,5.86449
France,Capesterre belle eau,Soc agricole de fonds cacao sa,Tropical Fruits,16.0521,-61.566
France,Macouba,Exploitation agricole macouba,Tropical Fruits,14.877,-61.1398
Turkey,Istanbul,Beşir,Tropical Fruits,41.062,28.9888
France,Paris,Moodz,Tropical Fruits,48.8572,2.34141
Spain,Callosa d´en sarria,"Nisperos el tossal, s.l.u.",Tropical Fruits,38.6503,-0.12087
Egypt,Alexandrie,Grand pa farms,Tropical Fruits,44.9072,8.61156
Egypt,Alexandria,E.g.farm,Tropical Fruits,31.2105,29.9125
Morocco,Casablanca,Groupehadixl,Tropical Fruits,33.5966,-7.61889
Peru,Lima,Fe international del peru eirl,Tropical Fruits,-12.0561,-77.0268
Turkey,Istanbul,Panax toptan saticiligi ltd sti,Tropical Fruits,41.062,28.9888
Italy,Milano,Piazza affari,Tropical Fruits,45.468,9.18178
Peru,Lima,Corporacion pacifico trading sac,Tropical Fruits,-12.0561,-77.0268
Italy,Milano,Ortopiazzolla srl,Tropical Fruits,45.468,9.18178
Peru,Lima,Natper sac,Tropical Fruits,-12.0561,-77.0268
Spain,Torre del mar,Martin f,Tropical Fruits,36.74424,-4.08952
Turkey,Istanbul,Beşir,Tropical Fruits,41.062,28.9888
Morocco,Tetouan,Nagata logistic,Tropical Fruits,35.5779,-5.35671
Spain,El ejido (almeria),"Comprarbien, c.b.",Tropical Fruits,36.77268,-2.81762
Morocco,Fkih ben salah,Sociedad izquierdo,Tropical Fruits,34.4115,-2.89878
Spain,Albacete,Pedro yaranga,Tropical Fruits,38.9979,-1.85292
Peru,Lima,Big trading eirl,Tropical Fruits,-12.0561,-77.0268
Spain,Granada,Tierra del sur gestion y servicio s.l.,Tropical Fruits,12.0521,-61.754
Turkey,Iskenderun,Salkim bio tarim urunleri gida ith ihr san  ve tic ltd sti,Tropical Fruits,36.5836,36.1688
Egypt,Assuit,Altarekcompany,Tropical Fruits,30.0923,31.3348
Italy,Lanciano,Azienda agricola di pietro florindo,Tropical Fruits,42.23057,14.39064
Spain,San vicente del raspeig,Sonbio export and import s.l.,Tropical Fruits,38.39827,-0.52322
Spain,Ribadumia - pontevedra,Kiwi atlántico,Tropical Fruits,42.5014,-8.76835
Italy,Roma,Desae',Tropical Fruits,41.9032,12.4957
Italy,Fiumefreddo,Mango vivai,Tropical Fruits,38.18623,15.54014
Spain,Las palmas,"Negami.a.g,s.l",Tropical Fruits,28.1303,-15.4397
France,Canejan,Comptoir des produits vanillés et dérivés,Tropical Fruits,44.76335,-0.65416
Peru,Piura,Ecosaic sac,Tropical Fruits,-5.19219,-80.6283
Turkey,Izmir,Aksema tarim gida,Tropical Fruits,38.4262,27.1419
Peru,Peru,Jolmar fruit export sac,Tropical Fruits,-12.0561,-77.0268
France,Rungis cedex,Cofida - cie financière distribution alimentaire,Tropical Fruits,48.7492,2.35141
Peru,Piura,F & f sandoval sac,Tropical Fruits,-5.19219,-80.6283
Spain,Madrid,Gen group corp.,Tropical Fruits,40.4196,-3.69196
Spain,Vilanovai la geltru,Fruit cloud s.l,Tropical Fruits,41.22112,1.72702
Italy,Milano,Eden della frutta,Tropical Fruits,45.468,9.18178
France,Fresnes,Sodepex-inter,Tropical Fruits,48.7571,2.3212
Italy,Spinetoli,Viento tropical srl,Tropical Fruits,42.88951,13.77263
Spain,Velez-malaga,Parque tecnoalimentario,Tropical Fruits,36.77844,-4.10047
Italy,Cisterna di latina,Parlapiano donato,Tropical Fruits,41.5942,12.824
Belgium,Bruxelles,Exofi fresh market,Tropical Fruits,50.8444,4.35609
Turkey,Mersin,Eriştim tropikal,Tropical Fruits,36.7999,34.6342
France,Rungis cedex,Fruidor ile-de-france,Tropical Fruits,48.7492,2.35141
Spain,Algarrobo,Palacios escutia s.l,Tropical Fruits,-33.36476,-71.67075
Italy,Treviolo,Signorsucco,Tropical Fruits,45.67181,9.60921
Spain,Novelda,Canales y puentes hispanopanameños s.l,Tropical Fruits,38.38251,-0.76373
Spain,Sevilla,Import export mass 2100 s.l,Tropical Fruits,37.3879,-6.00197
Germany,Waldachtal,Gaiser kg,Tropical Fruits,48.4909,8.56581
Spain,Malaga,Distribuciones anjamar slu,Tropical Fruits,36.7185,-4.41965
Italy,Lanciano,Azienda agricola di pietro florindo,Tropical Fruits,42.23057,14.39064
Belgium,Kapenhout,Bingo nuts,Tropical Fruits,50.94177,4.54863
Italy,Roma,Desae',Tropical Fruits,41.9032,12.4957
Turkey,Isparta,Yenicem fruit,Tropical Fruits,37.7832,30.5461
Spain,Murcia,Dannys concept,Tropical Fruits,37.9831,-1.13139
Morocco,Marrakech,"Ivamaroc, s. a. r. l.",Tropical Fruits,31.6338,-8.00222
France,Saint ouen l'aumône,Bio perfect de eggley company import export,Tropical Fruits,49.04635,2.10593
France,Balma,Satourou exotique,Tropical Fruits,43.6104,1.49782
France,Marseille,Equateur fruits,Tropical Fruits,43.2934,5.37132
Germany,Frankfurt am main,Tropextrakt gmbh,Tropical Fruits,50.1121,8.68342
Greece,Arta,Agricultural cooperative of kiwi exploitation ( asea artas),Tropical Fruits,39.6912,3.34846
Turkey,Manavgat,Inci international fruits,Tropical Fruits,36.7883,31.4514
France,Pont du chateau,Terre54,Tropical Fruits,45.79946,3.2478
France,Toulon,Avocat de colombie,Tropical Fruits,43.1254,5.92988
Spain,La pobla llarga,Sat n 126 cv serena,Citrus Fruits,39.0884,-0.47463
Spain,Beniarbeig,Luis fornes sl,Citrus Fruits,38.8222,-0.00153
Spain,Elche,Agrod elx sociedad cooperativa,Citrus Fruits,38.2635,-0.69941
Greece,Athens,Toepitokio,Citrus Fruits,37.9761,23.7364
Italy,Melicucco (rc),Fru.it. varone srl,Citrus Fruits,38.43266,16.06024
Spain,Librilla,Sociedad agraria de transformación,Citrus Fruits,37.88633,-1.35337
Spain,Isla cristina,Huerta noble sl,Citrus Fruits,37.202,-7.32045
Spain,Jacarilla,Agricola del segura sa,Citrus Fruits,38.0616,-0.86817
Spain,Artana,Artan frut coop v,Citrus Fruits,39.8907,-0.25436
Italy,Corigliano calabro (cs),Gencarelli egidio,Citrus Fruits,39.5979,16.5189
Italy,Carini (pa),Il castello cooperativa arl,Citrus Fruits,38.132,13.1814
Spain,Moncofa,Sociedad de exportacion de agrios n 2 de moncofar coop valencia,Citrus Fruits,39.8068,-0.14304
Spain,Murcia,Hermanos perez marin sl,Citrus Fruits,37.9831,-1.13139
Spain,Xeresa,Ferragud e hijos sl,Citrus Fruits,39.0117,-0.21756
Spain,Palma de gandia,"Cooperativa agricola san miguel de palma de gandia, coop. valenciana",Citrus Fruits,38.923,-0.22282
Spain,Loriguilla,Citrival sa,Citrus Fruits,39.4887,-0.56801
Spain,Murcia,Limones tomas s.l.,Citrus Fruits,37.9831,-1.13139
Spain,Meliana,Enrique tamarit montalt sa,Citrus Fruits,39.5299,-0.35301
Spain,Valencia,Agrisol consorcio de exportacion s.a.,Citrus Fruits,39.4689,-0.37686
Spain,Palma del rio,Sunaran sociedad coop andaluza,Citrus Fruits,37.7005,-5.27974
Spain,Murcia,Scorpyus fruits sa,Citrus Fruits,37.9831,-1.13139
Spain,La pobla llarga,Sat n 126 cv serena,Citrus Fruits,39.0884,-0.47463
Spain,Sevilla,Sat num 3813 nuestra senora del mar de responsabilidad limitada,Citrus Fruits,37.3879,-6.00197
Spain,Bellreguard,Cooperativa agricola san miguel de bellreguart,Citrus Fruits,38.9466,-0.16301
Spain,Murcia,Garcia aranda sl,Citrus Fruits,37.9831,-1.13139
Spain,Alfara de algimia,Mayen citricos s.l.,Citrus Fruits,39.7543,-0.36107
France,St martin de crau,Sc la grand crau,Citrus Fruits,18.0255,-63.0446
Spain,Arboleas,Andalucia exportaciones sa,Citrus Fruits,37.3525,-2.07505
Spain,Tarragona,Centro gerencial compras s a,Citrus Fruits,41.117,1.25386
Spain,Picassent,Cooperativa agricola san isidro labrador cooperativa valenciana,Citrus Fruits,39.3633,-0.45981
Spain,Alcasser,Agricola san jose de alcacer sdad coop valenciana,Citrus Fruits,39.3652,-0.44532
Spain,Murcia,Raimundo garcia y cia sa,Citrus Fruits,37.9831,-1.13139
Spain,Beniel,Citricos purimar s.l.,Citrus Fruits,38.0458,-1.00187
Spain,Guadassuar,Vicente ginestar fruits s.l.,Citrus Fruits,39.1882,-0.47855
Spain,Castellon,Perez peiro sa,Citrus Fruits,39.9852,-0.04594
Spain,Castellon,Intermediere,Citrus Fruits,39.9852,-0.04594
Spain,Murcia,Garcia aranda sl,Citrus Fruits,37.9831,-1.13139
Italy,Paterno (pz),Azienda agricola spitaleri e sbaratta,Citrus Fruits,40.3762,15.7319
Spain,Xeresa,Ferragud e hijos sl,Citrus Fruits,39.0117,-0.21756
Spain,Beniel,Agroeuro cooperativa agricola,Citrus Fruits,38.0458,-1.00187
Spain,Moncofa,Sat n 9932 fast fruit,Citrus Fruits,39.8068,-0.14304
Greece,Skala,Ilias triantafillakos,Citrus Fruits,50.23033,19.85421
Spain,Murcia,Palacios munoz murcia sl,Citrus Fruits,37.9831,-1.13139
Italy,Capri leone (me),A.p.o. assoc.produttori ortofrutticoli,Citrus Fruits,38.0854,14.7279
Spain,Albal,Agricola sagrado corazon de jesus de albal coop valenciana,Citrus Fruits,39.3972,-0.41444
Spain,Santomera,Santomera agricola export sa,Citrus Fruits,38.0597,-1.04843
Poland,Nowy sacz,Jarosz,Citrus Fruits,49.621,20.7002
Italy,Roma,3d fruit s.r.l,Citrus Fruits,41.9032,12.4957
Spain,Вigastro (alicante),Citricos del milenio s.l.,Citrus Fruits,38.33079,-0.51137
Spain,Valencia,Hijos de federico lis sa,Citrus Fruits,39.4689,-0.37686
Italy,Floridia (sr),Euroagrumi srl,Citrus Fruits,37.0864,15.1423
Spain,Xativa,Comercial alavesa sa,Citrus Fruits,38.9935,-0.52007
Spain,Madrid,Inter regional agricola s.l.,Citrus Fruits,40.4196,-3.69196
Spain,Castellon,Sat masia canos hermanos de responsabilidad limitada n 7268,Citrus Fruits,39.9852,-0.04594
Spain,Almussafes,Citricos y cebollas de almusafes s.l.,Citrus Fruits,39.293,-0.41219
Spain,Castello de la ribera,Villacas sociedad limitada.,Citrus Fruits,40.4954,-5.21428
Spain,Murcia,Citricos murcia,Citrus Fruits,37.9831,-1.13139
Spain,Algemesi,Coop agricola sagrado corazon de jesus coop v algemesi,Citrus Fruits,39.1963,-0.43836
Spain,Bilbao,Lemona industrial sa,Citrus Fruits,43.2689,-2.9453
Spain,Xeresa,Fruxeresa sl,Citrus Fruits,39.0117,-0.21756
Spain,Isla cristina,Huerta noble sl,Citrus Fruits,37.202,-7.32045
Spain,Jacarilla,Agricola del segura sa,Citrus Fruits,38.0616,-0.86817
Spain,Artana,Artan frut coop v,Citrus Fruits,39.8907,-0.25436
Italy,Reggio calabria,Capua re - societa' agricola a responsabilita' limitata,Citrus Fruits,38.1127,15.6517
Italy,Catania,Ortofrutta dei f.lli scuderi di scuderi nunzio e f.lli s.n.c.,Citrus Fruits,37.5114,15.0675
Italy,Lentini,Randone antonino & figli s.r.l.,Citrus Fruits,37.28525,14.99828
Italy,Lentini,Pollicino santo,Citrus Fruits,37.28525,14.99828
Italy,Rizziconi,In.d.a.cal.sas di ventrice domenico & c.,Citrus Fruits,38.4131,15.95939
Italy,Paterno',La coccinella a c.s. s.r.l.,Citrus Fruits,37.56774,14.90569
Italy,Lentini,G. russo & c.,Citrus Fruits,37.28525,14.99828
Italy,Massafra,Mastrangelo pietro,Citrus Fruits,40.58789,17.11608
Italy,San ferdinando,S.i.a.m. s.r.l.,Citrus Fruits,38.4841,15.92364
Italy,Adrano,Arcifa agatino,Citrus Fruits,37.66048,14.83759
Italy,Palizzi,Azienda agricola nesci di nesci francesco saverio,Citrus Fruits,37.96612,15.98757
Italy,Siracusa,Az. agr. olivieri maurizio,Citrus Fruits,37.078,15.2813
Italy,Bovalino,Giorgi teresa,Citrus Fruits,38.1537,16.17459
Turkey,Mersin,Aköz ticaret,Citrus Fruits,36.7999,34.6342
Spain,Sagunto,Coop agricola del valle del palancia coop valencia,Citrus Fruits,39.68,-0.27837
Italy,Sibari,Agr luciano cirolla,Citrus Fruits,39.75084,16.45163
Spain,Vitoria,Frutas uriarte s.l,Citrus Fruits,-20.3206,-40.3341
Spain,Almazora,Agrimarba s.a.,Citrus Fruits,39.4848,-0.37096
Spain,Beniajan,Sociedad agraria de transformación 9157,Citrus Fruits,37.9755,-1.07164
Spain,Catadau,Agricola de catadau s coop v ltda,Citrus Fruits,39.2726,-0.57499
Spain,Tortosa,Coop agricola de bitem s.c.c.l.,Citrus Fruits,40.8129,0.52047
Italy,Roma,3d fruit s.r.l,Citrus Fruits,41.9032,12.4957
Italy,Paterno (pz),Azienda agricola spitaleri e sbaratta,Citrus Fruits,40.3762,15.7319
Spain,Sagunto,Frutas ros y torres s.l.,Citrus Fruits,39.68,-0.27837
Spain,Вigastro (alicante),Citricos del milenio s.l.,Citrus Fruits,38.33079,-0.51137
Spain,Alfara de algimia,Mayen citricos s.l.,Citrus Fruits,39.7543,-0.36107
Spain,Valencia,Juan rubert sl,Citrus Fruits,39.4689,-0.37686
Italy,Grammichele,Cannizzo gaetano,Citrus Fruits,37.2159,14.6355
Italy,Barcellona pozzo di gotto,Perdichizzi antonino,Citrus Fruits,38.14816,15.2169
Italy,Montescaglioso,Tipografia motola di motola rocco,Citrus Fruits,40.55396,16.66743
Italy,Varapodio,Incal agricola s.r.l.,Citrus Fruits,38.31458,15.98504
Italy,Carlentini,Intercitrus,Citrus Fruits,37.27838,15.01268
Italy,Santa teresa di riva,Azienda agricola di bella nunzio e c,Citrus Fruits,37.9352,15.35583
Italy,Palagonia,Campisi salvatore,Citrus Fruits,37.3289,14.74613
Italy,Isola di capo rizzuto,Demeco maurizio,Citrus Fruits,38.95966,17.09351
Italy,Massafra,Azienda agricola di latorraca luciano,Citrus Fruits,40.58789,17.11608
Italy,Rizziconi,In.d.a.cal.sas di ventrice domenico & c.,Citrus Fruits,38.4131,15.95939
Italy,Lamezia terme,Co.p.p.i s.r.l.,Citrus Fruits,38.97343,16.31708
Italy,Corigliano calabro,Palermo & c. s.n.c.,Citrus Fruits,39.5979,16.51893
Italy,Siracusa,Az. agr. olivieri maurizio,Citrus Fruits,37.078,15.2813
Italy,Villabate,Canguretto di scire' paolo e c. snc,Citrus Fruits,38.08085,13.43568
Spain,Palma,Bibifrut sl,Citrus Fruits,39.5715,2.64694
Italy,Bagheria,Tropical fruit societa' cooperativa,Citrus Fruits,38.0844,13.5062
Spain,La rinconada,Productores unidos sevillanos sa.,Citrus Fruits,37.4929,-5.97825
Italy,Belpasso,Crisafulli giovanni,Citrus Fruits,37.5841,14.97542
Italy,Palagonia,Azienda agricola di francesco milluzzo,Citrus Fruits,37.3289,14.74613
Italy,Tursi,Azienda agricola romano rocco giuseppe,Citrus Fruits,40.24467,16.46443
Italy,Palagonia,Agritalia societa' cooperativa agricola,Citrus Fruits,37.3289,14.74613
Italy,Santa maria del cedro,Consorzio europeo cedro mediterraneo terre di calabria,Citrus Fruits,39.7468,15.8352
Italy,Nizza di sicilia,Siracusana s.r.l.,Citrus Fruits,37.98411,15.40396
Italy,Reggio calabria,Capua re - societa' agricola a responsabilita' limitata,Citrus Fruits,38.1127,15.6517
Spain,Alhaurin de la torre,Sanchez becerra hermanos sl,Citrus Fruits,36.662,-4.56649
Italy,Ribera (ag),Biofruit srl,Citrus Fruits,37.5047,13.2723
Spain,Alcala de xivert,Frutas sorli s.r.l.,Citrus Fruits,40.3059,0.22602
Italy,Corigliano-rossano,Russo maria,Citrus Fruits,39.5979,16.51893
Italy,Corigliano-rossano,Montalto francesco,Citrus Fruits,39.5979,16.51893
Italy,Grammichele,Cannizzo gaetano,Citrus Fruits,37.2159,14.6355
Italy,Corigliano-rossano,Ortofrutta cantinella ditta,Citrus Fruits,39.5979,16.51893
Spain,La rinconada,Productores unidos sevillanos sa.,Citrus Fruits,37.4929,-5.97825
Italy,Corigliano-rossano,Ferrante societa' cooperativa agricola,Citrus Fruits,39.5979,16.51893
Italy,Corigliano-rossano,Ortofrutticola romano umberto e figli s.a.s.,Citrus Fruits,39.5979,16.51893
Italy,Collevecchio,Az. agr. pittalis,Citrus Fruits,42.3355,12.5524
Italy,Saponara,Bertino domenico & f.,Citrus Fruits,38.19155,15.43487
Italy,Montalbano jonico,Nivuori maurizio,Citrus Fruits,40.28911,16.56758
Italy,Corigliano calabro,F.lli romanelli e c. s.n.c.,Citrus Fruits,39.5979,16.51893
Italy,Santa maria del cedro,Consorzio europeo cedro mediterraneo terre di calabria,Citrus Fruits,39.7468,15.8352
Italy,Montescaglioso,Tipografia motola di motola rocco,Citrus Fruits,40.55396,16.66743
Italy,Avola,Oleificio caruso di caruso sebastiano,Citrus Fruits,36.9103,15.1389
Italy,Paterno',La coccinella a c.s. s.r.l.,Citrus Fruits,37.56774,14.90569
Italy,Rosarno,Emozioni d'oriente s.a.s. di giuseppe careri e c.,Citrus Fruits,38.4897,15.974
Italy,Lentini,G. russo & c.,Citrus Fruits,37.28525,14.99828
Spain,Oliva,Convite s.a.,Citrus Fruits,38.9189,-0.11795
Italy,Massa lubrense,Mastellone aniello,Citrus Fruits,40.61139,14.34569
Italy,Pedara,C.s.u. ct01 s.r.l.,Citrus Fruits,37.61983,15.06093
Italy,Rosarno,Agroindustriale s.r.l.,Citrus Fruits,38.4897,15.974
Italy,Scordia,La principessa s.r.l.,Citrus Fruits,37.2929,14.8493
Italy,Belpasso,Panitteri & c. s.r.l.,Citrus Fruits,37.5841,14.97542
Italy,Reggio calabria,Capua re - societa' agricola a responsabilita' limitata,Citrus Fruits,38.1127,15.6517
Spain,Beniel,Frutas beri sa,Citrus Fruits,38.0458,-1.00187
Italy,Corigliano calabro,Palermo & c. s.n.c.,Citrus Fruits,39.5979,16.51893
Italy,Santa maria del cedro,Consorzio europeo cedro mediterraneo terre di calabria,Citrus Fruits,39.7468,15.8352
Italy,Acireale,Granata sebastiano,Citrus Fruits,37.6125,15.1656
Italy,Massa lubrense,Mastellone aniello,Citrus Fruits,40.61139,14.34569
Italy,Belpasso,Panitteri & c. s.r.l.,Citrus Fruits,37.5841,14.97542
Spain,Villalonga,Coop agricola ntra sra de la fuente coop valencian,Citrus Fruits,-27.4446,-55.8734
Spain,Catarroja (valencia),Cami de llevant s.l.,Citrus Fruits,39.4031,-0.40332
Spain,Murcia,Frutas apemar s. l.,Citrus Fruits,37.9831,-1.13139
Spain,Chilches,"Antonio llusar y cia., s.l.",Citrus Fruits,39.7817,-0.18469
Italy,Melicucco,Agricola f.lli zuccala' s.r.l.,Citrus Fruits,38.43266,16.06024
Italy,Biancavilla,C.a.p.o.a.s.,Citrus Fruits,37.64817,14.85821
Italy,Pace del mela,I.d.a.g. s.r.l.,Citrus Fruits,38.18295,15.30968
Italy,Ribera (ag),Biofruit srl,Citrus Fruits,37.5047,13.2723
Spain,Alcala de xivert,Frutas sorli s.r.l.,Citrus Fruits,40.3059,0.22602
Spain,La rinconada,Productores unidos sevillanos sa.,Citrus Fruits,37.4929,-5.97825
Italy,Corigliano-rossano,Russo maria,Citrus Fruits,39.5979,16.51893
Italy,Aci castello,Sanatangelo liliana,Citrus Fruits,37.5551,15.14644
Italy,Corigliano-rossano,Montalto francesco,Citrus Fruits,39.5979,16.51893
Italy,Avola,Oleificio caruso di caruso sebastiano,Citrus Fruits,36.9103,15.1389
Italy,Corigliano-rossano,Impresa agricola autieri salvatore,Citrus Fruits,39.5979,16.51893
Italy,Corigliano-rossano,Lamenza giovanni,Citrus Fruits,39.5979,16.51893
Italy,Corigliano-rossano,Ortofrutta cantinella ditta,Citrus Fruits,39.5979,16.51893
Italy,San vito,Sulis marco,Citrus Fruits,8.81646,-82.96845
Italy,Corigliano-rossano,Ferrante societa' cooperativa agricola,Citrus Fruits,39.5979,16.51893
Italy,Corigliano-rossano,Ortofrutticola romano umberto e figli s.a.s.,Citrus Fruits,39.5979,16.51893
Italy,Collevecchio,Az. agr. pittalis,Citrus Fruits,42.3355,12.5524
Italy,Catania,Antichita' nicotra di santangelo agata,Citrus Fruits,37.5114,15.0675
Italy,Scordia,Barresi gaetano,Citrus Fruits,37.2929,14.8493
Italy,Taurianova,Calabrasucchi s.n.c.,Citrus Fruits,38.35826,16.01408
Italy,Militello in val di catania,Licciardino sebastiano,Citrus Fruits,37.2746,14.78981
Italy,Grammichele,La terra del sole srls,Citrus Fruits,37.2159,14.6355
Italy,Francofonte,Cunsolo salvatore,Citrus Fruits,37.226,14.8861
Italy,Varapodio,Scarpari soc.coop.,Citrus Fruits,38.31458,15.98504
Italy,Acireale,Conagrus,Citrus Fruits,37.6125,15.1656
Italy,Adrano,Arcifa agatino,Citrus Fruits,37.66048,14.83759
Spain,Alcala de xivert,Frutas sorli s.r.l.,Citrus Fruits,40.3059,0.22602
Italy,Aci castello,Sanatangelo liliana,Citrus Fruits,37.5551,15.14644
Italy,Trento,Campailla giuseppe,Citrus Fruits,46.07,11.1193
Italy,Bagheria,Coop.va 'siciliana agrumi lavorati' si.a.l.,Citrus Fruits,38.0844,13.5062
Italy,Scordia,Ruggieri fratelli,Citrus Fruits,37.2929,14.8493
Italy,Scordia,Mario caniglia & c.,Citrus Fruits,37.2929,14.8493
Italy,Catania,F.lli d'urso s.r.l.,Citrus Fruits,37.5114,15.0675
Italy,Avola,Oleificio caruso di caruso sebastiano,Citrus Fruits,36.9103,15.1389
Italy,Catania,Eberle enrico,Citrus Fruits,37.5114,15.0675
Spain,Guadassuar,Frutas beltran sl,Citrus Fruits,39.1882,-0.47855
Italy,Rosarno,Macri maria grazia,Citrus Fruits,38.4897,15.974
Italy,Modica,Agosta rosario,Citrus Fruits,36.85584,14.76047
Italy,Corigliano-rossano,Santo damiano,Citrus Fruits,39.5979,16.51893
Italy,San ferdinando,Casertagrumi s.n.c.,Citrus Fruits,38.4841,15.92364
Italy,Messina,Visalli benedetto - genuin,Citrus Fruits,38.1784,15.5531
Turkey,Istanbul,Galata grup diş ticaret aş,Citrus Fruits,41.062,28.9888
Italy,Maiori,Di martino alessandro,Citrus Fruits,40.64812,14.64099
Italy,Melicucco,Ortofrutta fratelli zuccala' s.r.l.,Citrus Fruits,38.43266,16.06024
Italy,Rosolini,Caruso antonino,Citrus Fruits,36.82108,14.95397
Italy,Acireale,S. michele societa' cooperativa agricola,Citrus Fruits,37.6125,15.1656
Italy,Rosarno,Agroindustriale s.r.l.,Citrus Fruits,38.4897,15.974
Italy,Pedara,C.s.u. ct01 s.r.l.,Citrus Fruits,37.61983,15.06093
Italy,Lentini,Rossarance societa' cooperativa,Citrus Fruits,37.28525,14.99828
Italy,Acireale,Granata sebastiano,Citrus Fruits,37.6125,15.1656
Italy,Palagonia,Giacomo altieri e figlio s.r.l.,Citrus Fruits,37.3289,14.74613
Italy,Corigliano-rossano,Ferrante societa' cooperativa agricola,Citrus Fruits,39.5979,16.51893
Italy,Corigliano-rossano,Ortofrutticola romano umberto e figli s.a.s.,Citrus Fruits,39.5979,16.51893
Italy,Rossano,Foggetti giovanni,Citrus Fruits,39.5759,16.6347
Italy,Palagonia,Tre fontane palagonia soc.coop. arl,Citrus Fruits,37.3289,14.74613
Italy,Caulonia,Agroionica soc coop a rl,Citrus Fruits,38.38173,16.40881
Italy,Ispica,Azienda agricola pietro cicero,Citrus Fruits,36.7819,14.9098
Italy,Capo d'orlando,Citrofood s.r.l.,Citrus Fruits,38.15796,14.74436
Italy,Mineo,3g l'arancia di sicilia di azzaro g.,Citrus Fruits,37.26735,14.68874
Italy,Palma campania,La parisi s.r.l.,Citrus Fruits,40.87042,14.55269
Italy,Bagheria,Cooperativa cefala',Citrus Fruits,38.0844,13.5062
Italy,Rizziconi,Masseria adornato michele,Citrus Fruits,38.4131,15.95939
Italy,Sant'alessio siculo,Trimarchi carmelo,Citrus Fruits,37.92676,15.35105
Italy,Marsala,Ingianni antonella,Citrus Fruits,37.80004,12.43511
Italy,Pace del mela,I.d.a.g. s.r.l.,Citrus Fruits,38.18295,15.30968
Italy,San felice a cancello,Giovani coltivatori societa' agricola s.r.l.,Citrus Fruits,41.01171,14.48145
Italy,Priolo gargallo,Gozzo davide,Citrus Fruits,37.159,15.1855
Italy,Satriano,Matozzo saverio agrofrutticola & c.,Citrus Fruits,38.66852,16.48125
Italy,Adrano,Garofalo nicolo,Citrus Fruits,37.66048,14.83759
Italy,Augusta,Agropiu' s.r.l.,Citrus Fruits,48.3703,10.8979
Spain,Chilches,"Antonio llusar y cia., s.l.",Citrus Fruits,39.7817,-0.18469
Italy,Scordia,Op coop orandor societa' cooperativa,Citrus Fruits,37.2929,14.8493
Spain,Murcia,Fruhling s. l.,Citrus Fruits,37.9831,-1.13139
Italy,Rizziconi,S.a.c. succhi agrumi calabresi s.r.l.,Citrus Fruits,38.4131,15.95939
Italy,Bagnolo in piano,Garofalo sebastiano,Citrus Fruits,44.76328,10.67408
Chile,Santiago de chile,Ecoagro asesorias,Citrus Fruits,-33.4372,-70.65
Italy,Rocca di neto,Colacino silvana,Citrus Fruits,39.19126,17.00031
Spain,Guadassuar,Frutas beltran sl,Citrus Fruits,39.1882,-0.47855
Italy,Scordia,Mario caniglia & c.,Citrus Fruits,37.2929,14.8493
Italy,Carini,Il castello cooperativa arl,Citrus Fruits,38.13195,13.18141
Spain,Llauri,Sendra agrícola sl,Citrus Fruits,39.14504,-0.32925
Italy,Varapodio,Scarpari soc.coop.,Citrus Fruits,38.31458,15.98504
Italy,Palagiano,Ceres s.r.l. societa' agricola,Citrus Fruits,40.57916,17.03704
Italy,Scordia,Scire' e figlio s.r.l.,Citrus Fruits,37.2929,14.8493
Spain,Orihuela,Cítricos delevante (explotaciones agrícolas cipercan s.l.),Citrus Fruits,38.0817,-0.94487
Italy,Biancavilla,Bonaccorsi s.r.l.,Citrus Fruits,37.64817,14.85821
Italy,Torrenova,C. e. p. a.,Citrus Fruits,38.0876,14.67948
Turkey,Ankara,Sun ic ve dis ticaret ve danismanlik,Citrus Fruits,39.9211,32.8539
Italy,Riposto,Pace salvatore,Citrus Fruits,37.72661,15.20749
Spain,Murcia,Hijos de alberto del cerro sl,Citrus Fruits,37.9831,-1.13139
Italy,Misilmeri,Marciano' maria antonietta,Citrus Fruits,38.02946,13.4497
Italy,Maiori,Buonocore raffaele,Citrus Fruits,40.64812,14.64099
Italy,Corigliano-rossano,Santo damiano,Citrus Fruits,39.5979,16.51893
Italy,Bagheria,Cooperativa cefala',Citrus Fruits,38.0844,13.5062
Italy,Caulonia,Agroionica soc coop a rl,Citrus Fruits,38.38173,16.40881
